family	feature	value
che-he-ke-lc-olc	suf2_ey	1
che-he-ke-oe	n_obs	1
che-he-ke-oe	len_8	1
che-he-ke-oe	suf1_y	1
che-he-ke-oe	suf2_ey	1
che-he-ke-ok-oke	n_obs	18
che-he-ke-ok-oke	len_10	0.055555556
che-he-ke-ok-oke	len_7	0.277777778
che-he-ke-ok-oke	len_8	0.555555556
che-he-ke-ok-oke	len_9	0.111111111
che-he-ke-ok-oke	suf1_l	0.166666667
che-he-ke-ok-oke	suf1_n	0.055555556
che-he-ke-ok-oke	suf1_o	0.111111111
che-he-ke-ok-oke	suf1_s	0.055555556
che-he-ke-ok-oke	suf1_y	0.611111111
che-he-ke-ok-oke	suf2_ay	0.055555556
che-he-ke-ok-oke	suf2_dy	0.333333333
che-he-ke-ok-oke	suf2_eo	0.111111111
che-he-ke-ok-oke	suf2_ey	0.222222222
che-he-ke-ok-oke	suf2_in	0.055555556
che-he-ke-ok-oke	suf2_ol	0.166666667
che-he-ke-ok-oke	suf2_os	0.055555556
che-he-ke-ok-oke-qok	n_obs	5
che-he-ke-ok-oke-qok	len_9	1
che-he-ke-ok-oke-qok	suf1_s	0.2
che-he-ke-ok-oke-qok	suf1_y	0.8
che-he-ke-ok-oke-qok	suf2_dy	0.8
che-he-ke-ok-oke-qok	suf2_os	0.2
che-he-ke-yk	n_obs	3
che-he-ke-yk	len_10	0.333333333
che-he-ke-yk	len_7	0.333333333
che-he-ke-yk	len_8	0.333333333
che-he-ke-yk	suf1_y	1
che-he-ke-yk	suf2_dy	0.333333333
che-he-ke-yk	suf2_ey	0.666666667
che-he-lc	n_obs	197
che-he-lc	len_10	0.015228426
che-he-lc	len_11	0.005076142
che-he-lc	len_5	0.233502538
che-he-lc	len_6	0.573604061
che-he-lc	len_7	0.086294416
che-he-lc	len_8	0.060913706
che-he-lc	len_9	0.025380711
che-he-lc	suf1_a	0.005076142
che-he-lc	suf1_d	0.055837563
che-he-lc	suf1_g	0.010152284
che-he-lc	suf1_l	0.050761421
che-he-lc	suf1_m	0.030456853
che-he-lc	suf1_o	0.020304569
che-he-lc	suf1_r	0.025380711
che-he-lc	suf1_s	0.025380711
che-he-lc	suf1_y	0.776649746
che-he-lc	suf2_al	0.015228426
che-he-lc	suf2_am	0.025380711
che-he-lc	suf2_ar	0.015228426
che-he-lc	suf2_do	0.005076142
che-he-lc	suf2_dy	0.553299492
che-he-lc	suf2_ea	0.005076142
che-he-lc	suf2_ed	0.045685279
che-he-lc	suf2_eg	0.010152284
che-he-lc	suf2_eo	0.015228426
che-he-lc	suf2_es	0.020304569
che-he-lc	suf2_ey	0.197969543
che-he-lc	suf2_hs	0.005076142
che-he-lc	suf2_hy	0.020304569
che-he-lc	suf2_im	0.005076142
che-he-lc	suf2_ky	0.005076142
che-he-lc	suf2_od	0.010152284
che-he-lc	suf2_ol	0.035532995
che-he-lc	suf2_or	0.010152284
che-he-lc-oe	n_obs	1
che-he-lc-oe	len_9	1
che-he-lc-oe	suf1_m	1
che-he-lc-oe	suf2_am	1
che-he-lc-ok	n_obs	5
che-he-lc-ok	len_8	0.4
che-he-lc-ok	len_9	0.6
che-he-lc-ok	suf1_d	0.2
che-he-lc-ok	suf1_g	0.2
che-he-lc-ok	suf1_l	0.2
che-he-lc-ok	suf1_y	0.4
che-he-lc-ok	suf2_dy	0.4
che-he-lc-ok	suf2_ed	0.2
che-he-lc-ok	suf2_eg	0.2
che-he-lc-ok	suf2_ol	0.2
che-he-lc-ok-olc	n_obs	2
che-he-lc-ok-olc	len_8	1
che-he-lc-ok-olc	suf1_y	1
che-he-lc-ok-olc	suf2_ey	1
che-he-lc-ok-olc-qok	n_obs	2
che-he-lc-ok-olc-qok	len_10	0.5
che-he-lc-ok-olc-qok	len_9	0.5
che-he-lc-ok-olc-qok	suf1_y	1
che-he-lc-ok-olc-qok	suf2_dy	0.5
che-he-lc-ok-olc-qok	suf2_ey	0.5
che-he-lc-ok-qok	n_obs	2
che-he-lc-ok-qok	len_10	0.5
che-he-lc-ok-qok	len_9	0.5
che-he-lc-ok-qok	suf1_l	0.5
che-he-lc-ok-qok	suf1_y	0.5
che-he-lc-ok-qok	suf2_ey	0.5
che-he-lc-ok-qok	suf2_ol	0.5
che-he-lc-olc	n_obs	133
che-he-lc-olc	len_12	0.007518797
che-he-lc-olc	len_6	0.180451128
che-he-lc-olc	len_7	0.503759398
che-he-lc-olc	len_8	0.248120301
che-he-lc-olc	len_9	0.060150376
che-he-lc-olc	suf1_d	0.022556391
che-he-lc-olc	suf1_f	0.007518797
che-he-lc-olc	suf1_l	0.067669173
che-he-lc-olc	suf1_m	0.007518797
che-he-lc-olc	suf1_n	0.007518797
che-he-lc-olc	suf1_o	0.022556391
che-he-lc-olc	suf1_r	0.045112782
che-he-lc-olc	suf1_s	0.007518797
che-he-lc-olc	suf1_y	0.812030075
che-he-lc-olc	suf2_al	0.007518797
che-he-lc-olc	suf2_ar	0.022556391
che-he-lc-olc	suf2_dr	0.007518797
che-he-lc-olc	suf2_dy	0.45112782
che-he-lc-olc	suf2_ed	0.022556391
che-he-lc-olc	suf2_ef	0.007518797
che-he-lc-olc	suf2_eo	0.015037594
che-he-lc-olc	suf2_es	0.007518797
che-he-lc-olc	suf2_ey	0.330827068
che-he-lc-olc	suf2_hy	0.015037594
che-he-lc-olc	suf2_in	0.007518797
che-he-lc-olc	suf2_ky	0.007518797
che-he-lc-olc	suf2_ol	0.060150376
che-he-lc-olc	suf2_om	0.007518797
che-he-lc-olc	suf2_or	0.015037594
che-he-lc-olc	suf2_sy	0.007518797
che-he-lc-olc	suf2_yo	0.007518797
che-he-lc-olc-op	n_obs	1
che-he-lc-olc-op	len_11	1
che-he-lc-olc-op	suf1_y	1
che-he-lc-olc-op	suf2_dy	1
che-he-ls	n_obs	3
che-he-ls	len_6	0.666666667
che-he-ls	len_9	0.333333333
che-he-ls	suf1_s	0.666666667
che-he-ls	suf1_y	0.333333333
che-he-ls	suf2_ey	0.333333333
che-he-ls	suf2_ls	0.666666667
che-he-ls-lsh	n_obs	1
che-he-ls-lsh	len_9	1
che-he-ls-lsh	suf1_y	1
che-he-ls-lsh	suf2_hy	1
che-he-oe	n_obs	7
che-he-oe	len_5	0.142857143
che-he-oe	len_6	0.142857143
che-he-oe	len_7	0.285714286
che-he-oe	len_8	0.428571429
che-he-oe	suf1_e	0.142857143
che-he-oe	suf1_r	0.142857143
che-he-oe	suf1_t	0.142857143
che-he-oe	suf1_y	0.571428571
che-he-oe	suf2_ar	0.142857143
che-he-oe	suf2_cy	0.142857143
che-he-oe	suf2_dy	0.142857143
che-he-oe	suf2_et	0.142857143
che-he-oe	suf2_ey	0.142857143
che-he-oe	suf2_oe	0.142857143
che-he-oe	suf2_py	0.142857143
che-he-oe-op-opc-pc-yt	n_obs	1
che-he-oe-op-opc-pc-yt	len_10	1
che-he-oe-op-opc-pc-yt	suf1_y	1
che-he-oe-op-opc-pc-yt	suf2_ey	1
che-he-ok	n_obs	91
che-he-ok	len_10	0.010989011
che-he-ok	len_11	0.010989011
che-he-ok	len_5	0.021978022
che-he-ok	len_6	0.32967033
che-he-ok	len_7	0.351648352
che-he-ok	len_8	0.153846154
che-he-ok	len_9	0.120879121
che-he-ok	suf1_d	0.010989011
che-he-ok	suf1_e	0.021978022
che-he-ok	suf1_k	0.010989011
che-he-ok	suf1_l	0.032967033
che-he-ok	suf1_m	0.043956044
che-he-ok	suf1_n	0.065934066
che-he-ok	suf1_o	0.043956044
che-he-ok	suf1_r	0.043956044
che-he-ok	suf1_s	0.010989011
che-he-ok	suf1_y	0.714285714
che-he-ok	suf2_al	0.021978022
che-he-ok	suf2_am	0.032967033
che-he-ok	suf2_ar	0.010989011
che-he-ok	suf2_dy	0.274725275
che-he-ok	suf2_eo	0.043956044
che-he-ok	suf2_es	0.010989011
che-he-ok	suf2_ey	0.285714286
che-he-ok	suf2_he	0.021978022
che-he-ok	suf2_hy	0.021978022
che-he-ok	suf2_im	0.010989011
che-he-ok	suf2_in	0.065934066
che-he-ok	suf2_ir	0.010989011
che-he-ok	suf2_ky	0.098901099
che-he-ok	suf2_ly	0.021978022
che-he-ok	suf2_od	0.010989011
che-he-ok	suf2_ok	0.010989011
che-he-ok	suf2_ol	0.010989011
che-he-ok	suf2_or	0.021978022
che-he-ok	suf2_sy	0.010989011
che-he-ok-qok	n_obs	65
che-he-ok-qok	len_6	0.015384615
che-he-ok-qok	len_7	0.446153846
che-he-ok-qok	len_8	0.507692308
che-he-ok-qok	len_9	0.030769231
che-he-ok-qok	suf1_d	0.015384615
che-he-ok-qok	suf1_e	0.015384615
che-he-ok-qok	suf1_o	0.046153846
che-he-ok-qok	suf1_r	0.015384615
che-he-ok-qok	suf1_y	0.907692308
che-he-ok-qok	suf2_dy	0.523076923
che-he-ok-qok	suf2_ed	0.015384615
che-he-ok-qok	suf2_eo	0.046153846
che-he-ok-qok	suf2_ey	0.384615385
che-he-ok-qok	suf2_he	0.015384615
che-he-ok-qok	suf2_or	0.015384615
che-he-ok-tc-tch	n_obs	1
che-he-ok-tc-tch	len_7	1
che-he-ok-tc-tch	suf1_o	1
che-he-ok-tc-tch	suf2_ko	1
che-he-ok-yc-ych	n_obs	3
che-he-ok-yc-ych	len_7	1
che-he-ok-yc-ych	suf1_y	1
che-he-ok-yc-ych	suf2_ky	1
che-he-ok-yt	n_obs	1
che-he-ok-yt	len_12	1
che-he-ok-yt	suf1_n	1
che-he-ok-yt	suf2_in	1
che-he-op	n_obs	3
che-he-op	len_5	0.333333333
che-he-op	len_6	0.333333333
che-he-op	len_9	0.333333333
che-he-op	suf1_n	0.333333333
che-he-op	suf1_p	0.333333333
che-he-op	suf1_y	0.333333333
che-he-op	suf2_in	0.333333333
che-he-op	suf2_op	0.333333333
che-he-op	suf2_py	0.333333333
che-he-op-opc-pc	n_obs	113
che-he-op-opc-pc	len_10	0.061946903
che-he-op-opc-pc	len_12	0.008849558
che-he-op-opc-pc	len_6	0.283185841
che-he-op-opc-pc	len_7	0.530973451
che-he-op-opc-pc	len_8	0.07079646
che-he-op-opc-pc	len_9	0.044247788
che-he-op-opc-pc	suf1_d	0.026548673
che-he-op-opc-pc	suf1_f	0.008849558
che-he-op-opc-pc	suf1_l	0.088495575
che-he-op-opc-pc	suf1_n	0.061946903
che-he-op-opc-pc	suf1_o	0.008849558
che-he-op-opc-pc	suf1_r	0.03539823
che-he-op-opc-pc	suf1_s	0.026548673
che-he-op-opc-pc	suf1_y	0.743362832
che-he-op-opc-pc	suf2_al	0.008849558
che-he-op-opc-pc	suf2_an	0.008849558
che-he-op-opc-pc	suf2_ar	0.017699115
che-he-op-opc-pc	suf2_as	0.008849558
che-he-op-opc-pc	suf2_cf	0.008849558
che-he-op-opc-pc	suf2_dl	0.008849558
che-he-op-opc-pc	suf2_dy	0.460176991
che-he-op-opc-pc	suf2_ed	0.017699115
che-he-op-opc-pc	suf2_eo	0.008849558
che-he-op-opc-pc	suf2_es	0.017699115
che-he-op-opc-pc	suf2_ey	0.247787611
che-he-op-opc-pc	suf2_fy	0.008849558
che-he-op-opc-pc	suf2_hy	0.008849558
che-he-op-opc-pc	suf2_in	0.053097345
che-he-op-opc-pc	suf2_ir	0.008849558
che-he-op-opc-pc	suf2_od	0.008849558
che-he-op-opc-pc	suf2_ol	0.07079646
che-he-op-opc-pc	suf2_or	0.008849558
che-he-op-opc-pc	suf2_py	0.008849558
che-he-op-opc-pc	suf2_ty	0.008849558
che-he-op-opc-pc-qop	n_obs	55
che-he-op-opc-pc-qop	len_10	0.018181818
che-he-op-opc-pc-qop	len_11	0.018181818
che-he-op-opc-pc-qop	len_7	0.2
che-he-op-opc-pc-qop	len_8	0.672727273
che-he-op-opc-pc-qop	len_9	0.090909091
che-he-op-opc-pc-qop	suf1_d	0.018181818
che-he-op-opc-pc-qop	suf1_l	0.018181818
che-he-op-opc-pc-qop	suf1_n	0.036363636
che-he-op-opc-pc-qop	suf1_r	0.036363636
che-he-op-opc-pc-qop	suf1_s	0.054545455
che-he-op-opc-pc-qop	suf1_y	0.836363636
che-he-op-opc-pc-qop	suf2_al	0.018181818
che-he-op-opc-pc-qop	suf2_ar	0.018181818
che-he-op-opc-pc-qop	suf2_dy	0.636363636
che-he-op-opc-pc-qop	suf2_er	0.018181818
che-he-op-opc-pc-qop	suf2_es	0.018181818
che-he-op-opc-pc-qop	suf2_ey	0.163636364
che-he-op-opc-pc-qop	suf2_in	0.036363636
che-he-op-opc-pc-qop	suf2_os	0.036363636
che-he-op-opc-pc-qop	suf2_sy	0.018181818
che-he-op-opc-pc-qop	suf2_ty	0.018181818
che-he-op-opc-pc-qop	suf2_yd	0.018181818
che-he-otc-pc-tc-tch	n_obs	1
che-he-otc-pc-tc-tch	len_12	1
che-he-otc-pc-tc-tch	suf1_y	1
che-he-otc-pc-tc-tch	suf2_dy	1
che-he-otc-tc-tch	n_obs	133
che-he-otc-tc-tch	len_10	0.022556391
che-he-otc-tc-tch	len_11	0.007518797
che-he-otc-tc-tch	len_6	0.22556391
che-he-otc-tc-tch	len_7	0.428571429
che-he-otc-tc-tch	len_8	0.255639098
che-he-otc-tc-tch	len_9	0.060150376
che-he-otc-tc-tch	suf1_d	0.030075188
che-he-otc-tc-tch	suf1_l	0.022556391
che-he-otc-tc-tch	suf1_m	0.007518797
che-he-otc-tc-tch	suf1_n	0.022556391
che-he-otc-tc-tch	suf1_o	0.037593985
che-he-otc-tc-tch	suf1_r	0.067669173
che-he-otc-tc-tch	suf1_s	0.037593985
che-he-otc-tc-tch	suf1_y	0.77443609
che-he-otc-tc-tch	suf2_ar	0.037593985
che-he-otc-tc-tch	suf2_dy	0.421052632
che-he-otc-tc-tch	suf2_ed	0.030075188
che-he-otc-tc-tch	suf2_eo	0.037593985
che-he-otc-tc-tch	suf2_es	0.030075188
che-he-otc-tc-tch	suf2_ey	0.330827068
che-he-otc-tc-tch	suf2_hy	0.015037594
che-he-otc-tc-tch	suf2_in	0.022556391
che-he-otc-tc-tch	suf2_ir	0.007518797
che-he-otc-tc-tch	suf2_ly	0.007518797
che-he-otc-tc-tch	suf2_ol	0.022556391
che-he-otc-tc-tch	suf2_om	0.007518797
che-he-otc-tc-tch	suf2_or	0.022556391
che-he-otc-tc-tch	suf2_os	0.007518797
che-he-otc-tc-tch-yt-ytc	n_obs	1
che-he-otc-tc-tch-yt-ytc	len_13	1
che-he-otc-tc-tch-yt-ytc	suf1_l	1
che-he-otc-tc-tch-yt-ytc	suf2_ol	1
che-he-pc	n_obs	151
che-he-pc	len_10	0.006622517
che-he-pc	len_5	0.059602649
che-he-pc	len_6	0.38410596
che-he-pc	len_7	0.298013245
che-he-pc	len_8	0.158940397
che-he-pc	len_9	0.092715232
che-he-pc	suf1_d	0.01986755
che-he-pc	suf1_g	0.006622517
che-he-pc	suf1_l	0.105960265
che-he-pc	suf1_m	0.013245033
che-he-pc	suf1_n	0.039735099
che-he-pc	suf1_o	0.026490066
che-he-pc	suf1_r	0.119205298
che-he-pc	suf1_s	0.026490066
che-he-pc	suf1_x	0.006622517
che-he-pc	suf1_y	0.635761589
che-he-pc	suf2_al	0.039735099
che-he-pc	suf2_am	0.013245033
che-he-pc	suf2_ar	0.072847682
che-he-pc	suf2_dy	0.417218543
che-he-pc	suf2_ed	0.006622517
che-he-pc	suf2_eg	0.006622517
che-he-pc	suf2_eo	0.026490066
che-he-pc	suf2_er	0.006622517
che-he-pc	suf2_ey	0.132450331
che-he-pc	suf2_fy	0.006622517
che-he-pc	suf2_hx	0.006622517
che-he-pc	suf2_hy	0.046357616
che-he-pc	suf2_in	0.039735099
che-he-pc	suf2_ly	0.006622517
che-he-pc	suf2_od	0.006622517
che-he-pc	suf2_ol	0.066225166
che-he-pc	suf2_or	0.039735099
che-he-pc	suf2_os	0.01986755
che-he-pc	suf2_oy	0.006622517
che-he-pc	suf2_py	0.006622517
che-he-pc	suf2_rs	0.006622517
che-he-pc	suf2_ry	0.006622517
che-he-pc	suf2_sd	0.006622517
che-he-pc	suf2_ty	0.006622517
che-he-tc-tch	n_obs	97
che-he-tc-tch	len_10	0.020618557
che-he-tc-tch	len_13	0.010309278
che-he-tc-tch	len_5	0.206185567
che-he-tc-tch	len_6	0.422680412
che-he-tc-tch	len_7	0.216494845
che-he-tc-tch	len_8	0.092783505
che-he-tc-tch	len_9	0.030927835
che-he-tc-tch	suf1_d	0.020618557
che-he-tc-tch	suf1_e	0.010309278
che-he-tc-tch	suf1_l	0.082474227
che-he-tc-tch	suf1_n	0.051546392
che-he-tc-tch	suf1_o	0.06185567
che-he-tc-tch	suf1_r	0.092783505
che-he-tc-tch	suf1_s	0.020618557
che-he-tc-tch	suf1_y	0.659793814
che-he-tc-tch	suf2_al	0.020618557
che-he-tc-tch	suf2_ar	0.030927835
che-he-tc-tch	suf2_ay	0.010309278
che-he-tc-tch	suf2_de	0.010309278
che-he-tc-tch	suf2_dl	0.010309278
che-he-tc-tch	suf2_dy	0.432989691
che-he-tc-tch	suf2_ed	0.010309278
che-he-tc-tch	suf2_eo	0.041237113
che-he-tc-tch	suf2_ey	0.18556701
che-he-tc-tch	suf2_ho	0.020618557
che-he-tc-tch	suf2_hy	0.030927835
che-he-tc-tch	suf2_in	0.051546392
che-he-tc-tch	suf2_ir	0.010309278
che-he-tc-tch	suf2_od	0.010309278
che-he-tc-tch	suf2_ol	0.051546392
che-he-tc-tch	suf2_or	0.051546392
che-he-tc-tch	suf2_os	0.020618557
che-he-tc-tch-yt-ytc	n_obs	24
che-he-tc-tch-yt-ytc	len_11	0.041666667
che-he-tc-tch-yt-ytc	len_6	0.458333333
che-he-tc-tch-yt-ytc	len_7	0.416666667
che-he-tc-tch-yt-ytc	len_8	0.041666667
che-he-tc-tch-yt-ytc	len_9	0.041666667
che-he-tc-tch-yt-ytc	suf1_d	0.041666667
che-he-tc-tch-yt-ytc	suf1_l	0.041666667
che-he-tc-tch-yt-ytc	suf1_r	0.083333333
che-he-tc-tch-yt-ytc	suf1_s	0.041666667
che-he-tc-tch-yt-ytc	suf1_y	0.791666667
che-he-tc-tch-yt-ytc	suf2_al	0.041666667
che-he-tc-tch-yt-ytc	suf2_ar	0.041666667
che-he-tc-tch-yt-ytc	suf2_as	0.041666667
che-he-tc-tch-yt-ytc	suf2_dy	0.375
che-he-tc-tch-yt-ytc	suf2_ed	0.041666667
che-he-tc-tch-yt-ytc	suf2_ey	0.416666667
che-he-tc-tch-yt-ytc	suf2_or	0.041666667
che-he-yc-ych	n_obs	63
che-he-yc-ych	len_11	0.015873016
che-he-yc-ych	len_5	0.333333333
che-he-yc-ych	len_6	0.349206349
che-he-yc-ych	len_7	0.222222222
che-he-yc-ych	len_8	0.031746032
che-he-yc-ych	len_9	0.047619048
che-he-yc-ych	suf1_d	0.031746032
che-he-yc-ych	suf1_k	0.031746032
che-he-yc-ych	suf1_l	0.19047619
che-he-yc-ych	suf1_m	0.015873016
che-he-yc-ych	suf1_n	0.063492063
che-he-yc-ych	suf1_o	0.126984127
che-he-yc-ych	suf1_r	0.126984127
che-he-yc-ych	suf1_s	0.015873016
che-he-yc-ych	suf1_y	0.396825397
che-he-yc-ych	suf2_ar	0.079365079
che-he-yc-ych	suf2_dy	0.158730159
che-he-yc-ych	suf2_ed	0.015873016
che-he-yc-ych	suf2_ek	0.015873016
che-he-yc-ych	suf2_eo	0.126984127
che-he-yc-ych	suf2_es	0.015873016
che-he-yc-ych	suf2_ey	0.206349206
che-he-yc-ych	suf2_hy	0.031746032
che-he-yc-ych	suf2_in	0.063492063
che-he-yc-ych	suf2_lk	0.015873016
che-he-yc-ych	suf2_od	0.015873016
che-he-yc-ych	suf2_ol	0.19047619
che-he-yc-ych	suf2_om	0.015873016
che-he-yc-ych	suf2_or	0.047619048
che-he-yk	n_obs	5
che-he-yk	len_6	0.4
che-he-yk	len_8	0.4
che-he-yk	len_9	0.2
che-he-yk	suf1_n	0.4
che-he-yk	suf1_r	0.2
che-he-yk	suf1_y	0.4
che-he-yk	suf2_ar	0.2
che-he-yk	suf2_in	0.4
che-he-yk	suf2_ky	0.4
che-he-yk-ykc	n_obs	20
che-he-yk-ykc	len_10	0.15
che-he-yk-ykc	len_11	0.05
che-he-yk-ykc	len_6	0.25
che-he-yk-ykc	len_7	0.4
che-he-yk-ykc	len_8	0.1
che-he-yk-ykc	len_9	0.05
che-he-yk-ykc	suf1_d	0.05
che-he-yk-ykc	suf1_g	0.05
che-he-yk-ykc	suf1_l	0.05
che-he-yk-ykc	suf1_n	0.05
che-he-yk-ykc	suf1_r	0.05
che-he-yk-ykc	suf1_y	0.75
che-he-yk-ykc	suf2_dy	0.4
che-he-yk-ykc	suf2_eg	0.05
che-he-yk-ykc	suf2_ey	0.35
che-he-yk-ykc	suf2_hd	0.05
che-he-yk-ykc	suf2_in	0.05
che-he-yk-ykc	suf2_ol	0.05
che-he-yk-ykc	suf2_or	0.05
che-he-yt	n_obs	6
che-he-yt	len_6	0.166666667
che-he-yt	len_7	0.5
che-he-yt	len_8	0.333333333
che-he-yt	suf1_l	0.333333333
che-he-yt	suf1_y	0.666666667
che-he-yt	suf2_al	0.166666667
che-he-yt	suf2_ey	0.333333333
che-he-yt	suf2_ol	0.166666667
che-he-yt	suf2_ty	0.333333333
ct	n_obs	349
ct	len_10	0.00286533
ct	len_3	0.011461318
ct	len_4	0.286532951
ct	len_5	0.366762178
ct	len_6	0.140401146
ct	len_7	0.134670487
ct	len_8	0.028653295
ct	len_9	0.028653295
ct	suf1_a	0.00286533
ct	suf1_d	0.022922636
ct	suf1_e	0.00286533
ct	suf1_g	0.00286533
ct	suf1_h	0.011461318
ct	suf1_l	0.169054441
ct	suf1_m	0.031518625
ct	suf1_n	0.045845272
ct	suf1_o	0.045845272
ct	suf1_r	0.151862464
ct	suf1_s	0.025787966
ct	suf1_y	0.487106017
ct	suf2_ad	0.00286533
ct	suf2_al	0.028653295
ct	suf2_am	0.005730659
ct	suf2_an	0.00286533
ct	suf2_ar	0.065902579
ct	suf2_dd	0.00286533
ct	suf2_dy	0.094555874
ct	suf2_es	0.00286533
ct	suf2_ey	0.00286533
ct	suf2_hd	0.005730659
ct	suf2_hh	0.00286533
ct	suf2_hl	0.00286533
ct	suf2_ho	0.037249284
ct	suf2_hs	0.008595989
ct	suf2_hy	0.35530086
ct	suf2_in	0.042979943
ct	suf2_ir	0.00286533
ct	suf2_is	0.00286533
ct	suf2_le	0.00286533
ct	suf2_ly	0.011461318
ct	suf2_od	0.005730659
ct	suf2_og	0.00286533
ct	suf2_ol	0.137535817
ct	suf2_om	0.022922636
ct	suf2_oo	0.00286533
ct	suf2_or	0.083094556
ct	suf2_os	0.005730659
ct	suf2_ry	0.008595989
ct	suf2_sm	0.00286533
ct	suf2_ta	0.00286533
ct	suf2_th	0.008595989
ct	suf2_to	0.005730659
ct	suf2_ty	0.014326648
ct	suf2_yd	0.005730659
ct	suf2_ys	0.005730659
ct-dc	n_obs	4
ct-dc	len_5	0.25
ct-dc	len_7	0.75
ct-dc	suf1_y	1
ct-dc	suf2_dy	0.25
ct-dc	suf2_hy	0.5
ct-dc	suf2_ty	0.25
ct-dc-ee-oe	n_obs	1
ct-dc-ee-oe	len_10	1
ct-dc-ee-oe	suf1_y	1
ct-dc-ee-oe	suf2_hy	1
ct-ee	n_obs	1
ct-ee	len_10	1
ct-ee	suf1_y	1
ct-ee	suf2_hy	1
ct-ee-he	n_obs	16
ct-ee-he	len_10	0.0625
ct-ee-he	len_6	0.6875
ct-ee-he	len_7	0.125
ct-ee-he	len_9	0.125
ct-ee-he	suf1_a	0.0625
ct-ee-he	suf1_d	0.0625
ct-ee-he	suf1_s	0.0625
ct-ee-he	suf1_y	0.8125
ct-ee-he	suf2_ea	0.0625
ct-ee-he	suf2_ed	0.0625
ct-ee-he	suf2_es	0.0625
ct-ee-he	suf2_ey	0.75
ct-ee-he	suf2_ty	0.0625
ct-ee-ke-yc	n_obs	1
ct-ee-ke-yc	len_10	1
ct-ee-ke-yc	suf1_y	1
ct-ee-ke-yc	suf2_hy	1
ct-ee-oe	n_obs	1
ct-ee-oe	len_7	1
ct-ee-oe	suf1_y	1
ct-ee-oe	suf2_hy	1
ct-hc	n_obs	3
ct-hc	len_6	0.666666667
ct-hc	len_7	0.333333333
ct-hc	suf1_y	1
ct-hc	suf2_hy	1
ct-hc-hct-he	n_obs	1
ct-hc-hct-he	len_8	1
ct-hc-hct-he	suf1_y	1
ct-hc-hct-he	suf2_ey	1
ct-hc-hct-he-shc	n_obs	7
ct-hc-hct-he-shc	len_7	0.857142857
ct-hc-hct-he-shc	len_8	0.142857143
ct-hc-hct-he-shc	suf1_y	1
ct-hc-hct-he-shc	suf2_dy	0.142857143
ct-hc-hct-he-shc	suf2_ey	0.857142857
ct-hc-hct-ls-lsh-shc	n_obs	2
ct-hc-hct-ls-lsh-shc	len_10	0.5
ct-hc-hct-ls-lsh-shc	len_7	0.5
ct-hc-hct-ls-lsh-shc	suf1_y	1
ct-hc-hct-ls-lsh-shc	suf2_dy	0.5
ct-hc-hct-ls-lsh-shc	suf2_hy	0.5
ct-hc-hct-shc	n_obs	31
ct-hc-hct-shc	len_5	0.032258065
ct-hc-hct-shc	len_6	0.838709677
ct-hc-hct-shc	len_7	0.096774194
ct-hc-hct-shc	len_9	0.032258065
ct-hc-hct-shc	suf1_n	0.032258065
ct-hc-hct-shc	suf1_o	0.032258065
ct-hc-hct-shc	suf1_y	0.935483871
ct-hc-hct-shc	suf2_dy	0.032258065
ct-hc-hct-shc	suf2_ho	0.032258065
ct-hc-hct-shc	suf2_hy	0.870967742
ct-hc-hct-shc	suf2_in	0.032258065
ct-hc-hct-shc	suf2_ty	0.032258065
ct-hc-ke	n_obs	1
ct-hc-ke	len_8	1
ct-hc-ke	suf1_m	1
ct-hc-ke	suf2_om	1
ct-he	n_obs	126
ct-he	len_11	0.007936508
ct-he	len_12	0.007936508
ct-he	len_5	0.293650794
ct-he	len_6	0.246031746
ct-he	len_7	0.253968254
ct-he	len_8	0.134920635
ct-he	len_9	0.055555556
ct-he	suf1_d	0.007936508
ct-he	suf1_e	0.007936508
ct-he	suf1_l	0.103174603
ct-he	suf1_m	0.007936508
ct-he	suf1_o	0.015873016
ct-he	suf1_r	0.047619048
ct-he	suf1_s	0.031746032
ct-he	suf1_y	0.777777778
ct-he	suf2_al	0.007936508
ct-he	suf2_am	0.007936508
ct-he	suf2_de	0.007936508
ct-he	suf2_dy	0.19047619
ct-he	suf2_eo	0.007936508
ct-he	suf2_er	0.007936508
ct-he	suf2_es	0.031746032
ct-he	suf2_ey	0.412698413
ct-he	suf2_ho	0.007936508
ct-he	suf2_hy	0.166666667
ct-he	suf2_ly	0.007936508
ct-he	suf2_od	0.007936508
ct-he	suf2_ol	0.095238095
ct-he	suf2_or	0.03968254
ct-he-ke	n_obs	1
ct-he-ke	len_9	1
ct-he-ke	suf1_y	1
ct-he-ke	suf2_dy	1
ct-he-lc-olc	n_obs	1
ct-he-lc-olc	len_10	1
ct-he-lc-olc	suf1_l	1
ct-he-lc-olc	suf2_ol	1
ct-he-yc	n_obs	1
ct-he-yc	len_8	1
ct-he-yc	suf1_y	1
ct-he-yc	suf2_hy	1
ct-ke	n_obs	1
ct-ke	len_7	1
ct-ke	suf1_y	1
ct-ke	suf2_hy	1
ct-lc-olc	n_obs	2
ct-lc-olc	len_7	0.5
ct-lc-olc	len_9	0.5
ct-lc-olc	suf1_y	1
ct-lc-olc	suf2_hy	1
ct-ls	n_obs	2
ct-ls	len_6	1
ct-ls	suf1_s	1
ct-ls	suf2_ls	1
ct-oe	n_obs	1
ct-oe	len_9	1
ct-oe	suf1_n	1
ct-oe	suf2_in	1
ct-ok	n_obs	1
